source	target	search_result
O mesmo relatório especifica que existe consideravelmente “menor dependência” dos EUA em países como Brasil, Argentina, Venezuela, Equador e Bolívia.	The same report specifies that there exists considerably “less dependency” on the US in countries like Brazil, Argentina, Venezuela, Ecuador and Bolivia.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.
Mas, uma semana depois da polêmica em torno da detenção do avião de Morales na Europa, uma gama de debates nacionais, que foram provocados pelo mesmo incidente, oferece a oportunidade de ver a diversidade das relações exteriores que são mantidas na região - o que junto demonstra a improbabilidade de que qualquer nação tenha o poder de “controlar” o debate regional.	But one week after the controversy surrounding Morales' plane detention in Europe, a broad diversity of national debates that have been sparked by the same incident offer an opportunity to see the diversity of foreign relations sustained in the region - which collectively demonstrate the unlikelihood that any single nation could “control” the regional debate.	Abandonou-os, mesmo.  Mas isso é uma questão que têm de colocar aos responsavéis políticos de então.
A conversa no Twitter	The conversation on Twitter	On Twitter
A conversa no Twitter reflete a forte atuação de ativistas regionais que têm trabalhado para garantir que os debates não se concentrem apenas nos papéis das pessoas públicas que chamam atenção tais como Evo Morales ou Edward Snowden.	Twitter streams reflect the strong activity of regional activists who have worked to ensure that debates don't only focus on the roles and attention-grabbing public personas of Evo Morales or Edward Snowden.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
No Brasil, os tweets do jornalista do The Guardian, Glenn Greenwald (@GlennGreenwald), o primeiro repórter de jornal a descobrir a quantidade de e-mails e telefonemas que a NSA havia coletado sobre a América Latina, fez recircular globalmente as revelações publicadas em O Globo - sobre as quais Greenwald primeiro havia tuitado em 6 de julho:	In Brazil, the tweets of Guardian reporter Glenn Greenwald (@GlennGreenwald), the first newspaper reporter to uncover the quantity of emails and phone calls that the NSA had collected from Latin America, globally recirculated the revelations published in O Globo - about which Greenwald first tweeted on July 6:	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
@ggreenwald: NOVO: Os EUA estão espionando milhões de ligações e e-mails de brasileiros: meu artigo na edição de domingo do @JornalOGlobo http://oglobo.globo.com	@ggreenwald: NEW: The US is spying on millions of calls & emails of Brazilians: my article in the Sunday edition of @JornalOGlobo http://oglobo.globo.com	"""O Brasil não entendeu a Internet"" - Internet offline, não precisa de cadastro (Brazil didn't understand the Internet."
No Equador, ativistas de direitos digitais como Rafael Bonifaz (@RBonifaz) [es], usam Twitter e blogs [es] para distribuir informações chaves em torno do gigante programa de espionagem da NSA que tem coletado e-mails e telefonemas não só no Brasil, mas em toda a América Latina, de forma geral.	In Ecuador, digital rights activists like Rafael Bonifaz (@RBonifaz) [es] use Twitter and blogs [es] to distribute key information around the massive NSA spy program collecting emails and phone calls, not only in Brazil, but across Latin America more generally.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Ressaltando a gravidade das últimas notícias sobre a extensa campanha de espionagem na região, Bonifaz tuitou no dia 10 de julho:	Underscoring the gravity of the latest news on the extensive regional spy campaign, Bonifaz tweeted on July 10th:	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
@rbonifaz: América Latina indignada com a espionagem.	@rbonifaz: Latin America is outraged about the spying.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Agora é sério. http://www.elcomercio.com/mundo/Americalatina-EEUU-Snowden-espionaje-Ecuador-asilo_0_953304835.html … O que eu escrevi há algumas semanas: http://rafael.bonifaz.ec/blog/2013/06/indignacion-en-america-latina/ …”	Now it's serious. http://www.elcomercio.com/mundo/Americalatina-EEUU-Snowden-espionaje-Ecuador-asilo_0_953304835.html … What I wrote a few weeks ago: http://rafael.bonifaz.ec/blog/2013/06/indignacion-en-america-latina/ …”	#snowden #venezuela #asilo #asilopolitico [#asylum #politicalasylum]
Na Bolívia, blogueiros como a cineasta Violeta Ayala têm questionado como os EUA podem oferecer refúgio para criminosos procurados na Bolívia (incluindo o ex-presidente Gonzalo Sánchez de Lozada e dois dos ministros dele, acusados ​​de matar dezenas de cidadãos), enquanto, ao mesmo tempo, continuam a pressionar outros governos para extraditar Snowden.	In Bolivia, bloggers like filmmaker Violeta Ayala have questioned how the US can provide refuge to sought criminals in Bolivia (including former ex-president Gonzalo Sánchez de Lozada and 2 of his ministers, who are accused of killing dozens of citizens), while at the same time, it continues to pressure other governments to extradite Snowden.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Enquanto isso, ativistas de tecnologias abertas como Mario Duran (@mrduranch) [es] organizam eventos online para ensinar públicos locais do que se trata o programa de vigilância eletrônico PRISM [pt].	Meanwhile, open technology activists like Mario Duran (@mrduranch) [es], have organized online events to educate local publics about the PRISM electronic surveillence program.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Sobre um evento online realizado na noite de 15 julho, Durán tuitou em 11 de julho:	Around the latest event, to be held online tonight (July 15th) starting at 9:30P (GMT-4), Durán tweeted on July 11:	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
