source	target	search_result
Ein benutzerdefinierter Masterbrowser, der abgefragt werden soll	A custom master browser that is to be queried	& konqueror; the Web Browser
Tragen Sie den Namen oder die IP-Adresse des Masterbrowsers hier ein, der abgefragt werden soll, um die anfängliche Browseliste zusammenzustellen.	Enter the name or IP address of a master browser here that should be queried to compile the initial browse list.	"Browse allow/ deny (BrowseAllow/ BrowseDeny) BrowseAllow: specifies an address mask to allow for incoming browser packets. The default is to allow packets from all addresses. BrowseDeny: specifies an address mask to deny for incoming browser packets. The default is to deny packets from no addresses. Both ""BrowseAllow"" and ""BrowseDeny"" accept the following notations for addresses: All None *. domain. com. domain. com host. domain. com nnn. * nnn. nnn. * nnn. nnn. nnn. * nnn. nnn. nnn. nnn nnn. nnn. nnn. nnn/ mm nnn. nnn. nnn. nnn/ mmm. mmm. mmm. mmm The hostname/ domainname restrictions only work if you have turned hostname lookups on!"
Durchsuche diese Broadcastbereiche:	Scan these broadcast areas:	Broadcast:
Diese Methode durchsucht die angegebenen Broadcastbereiche nach registrierten Rechnern.	This method will scan the given broadcast areas and look for all registered hosts.	Click here to retrieve the list of channels from the server and apply the filter.
Eine benutzerdefinierte Liste von Broadcastadressen	A custom list of broadcast addresses	Broadcast addresses
Tragen Sie eine durch Kommata getrennte Liste von Broadcastadressen (z. B. 192.168.0.255, 192.168.1.255) hier ein. Sie wird genutzt, um nach bekannten Rechnern in den entsprechenden Broadcastbereichen zu suchen.	Enter a comma-separated list of broadcast addresses here (e. g. 192.168.0.255, 192.168.1.255). It is used to scan for all known hosts in the respective broadcast areas.	For smaller networks, the most often used addresses are these in the range of 192.168.1.1 to 192.168.1.254. This is enough for networks up to over 250 computers.
Die Masterbrowser benötigen Autentifizierung, um die Browseliste bekanntzugeben	The master browsers require authentication to return the browse list	Browser Identification
Die Masterbrowser in Ihrer Netzwerkumgebung benötigen einen Anmeldenamen und ein Passwort, um die Browseliste bekanntzugeben. Diese Einstellung wird nur selten benötigt und kann sogar einen Masterbrowser dazu veranlassen, dass er eine leere Browseliste zurückgibt. Sie hat keine Auswirkungen, wenn Sie Smb4K Broadcastbereiche durchsuchen lassen.	The master browsers in your network neighborhood require a login and password to return the browse list. This setting is rarely needed and might even cause a master browser to return an empty browse list. It will not have any effect when you let Smb4K scan broadcast areas.	A list of hosts to be automatically added to the remote login menu. The special name * means broadcast. Has no effect if LoginMode is LocalOnly.
Basisverzeichnis für das Einhängen:	Mount prefix:	Arrangement:
Dies ist das Basisverzeichnis, in dem Smb4K die Einhängepunkte anlegt und die entfernten Freigaben einbindet.	This is the prefix where Smb4K will create the mount points and mount the remote shares.	The & smb4k; Handbook
Erzwinge Kleinschreibung für die erstellten Unterverzeichnisse	Force generated subdirectories to be lower case	Element Add Add Underline
Alle Namen der durch Smb4K unterhalb des Basisverzeichnisses erzeugten Ordner werden kleingeschrieben.	All names of the subdirectories created by Smb4K below the mount prefix will be lowercase.	$. / smb4k --nofork
Hänge alle persönlichen Freigaben beim Beenden aus	Unmount all shares when the lid is closed	File Close All
Hänge alle Freigaben am Programmende aus, die zu Ihnen gehören. Diejenigen, die von anderen Nutzern eingehängt wurden, werden dabei ignoriert.	Unmount all shares that belong to you when the program exits. Shares that are owned by other users are ignored.	Ctrl; Shift; Z Edit Redo: Last undone task
Hänge vormals benutzte Freigaben beim Programmstart ein	Remount recently used shares on program start	Error getting freedb entry.
Hänge alle Ihre Freigaben wieder ein, die beim Beenden des Programms eingehängt waren. Sollte das Einhängen einer Freigabe fehlschlagen, wird Smb4K es beim darauffolgenden Mal erneut versuchen. Freigaben, die von einem anderen Nutzer eingehängt wurden, werden hierbei irgnoriert.	Remount all your shares that were mounted when you exited the program. If a remount fails, Smb4K will retry the next time it is started. Shares that were mounted by other users are ignored.	$. / smb4k --nofork
Erlaube das Aushängen von Freigaben, die zu anderen Benutzern gehören	Allow the unmounting of shares that are owned by other users	Remove User
Erlaube das Aushängen von Freigaben, die von anderen Benutzern eingehängt wurden. In den meisten Fällen benötigen Sie hierfür Administratorrechte. Bitte überlegen Sie zunächst, bevor Sie diese Option einschalten!	Allow the unmounting of shares that were mounted by other users. In most cases you need super user privileges for this. Please think before you enable this option.	Automate the process for retrieving other users free/ busy time. Fill in the server information section below to enable this option.
Intervall zwischen Checks:	Interval between checks:	Interval check time:
Dies ist die Zeit, die vergeht, bis Smb4K erneut danach schaut, ob Freigaben ein- oder ausgehängt wurden. Die untere Grenze sind 500 ms und die obere 300000 ms. Bitte beachten Sie, dass die Systemauslastung bei kleinen Intervallen ansteigt.	This is the time that elapses until Smb4K checks again for new mounts and unmounts. The lower limit is 500 ms, the upper one 300000 ms. Please note that the smaller the interval gets the higher is your system load.	This is the length of time the modem should wait before redialing, after it has received a busy signal. Note there are requirements by telecom providers in some countries, which ask you to not set this too low.
Speichere die Anmeldedaten in einer digitalen Brieftasche	Save logins in a wallet	Message Save in Drafts Folder
Benutze eine digitale Brieftasche, um die Anmeldedaten zu speichern. Der Anmeldename und das Passwort werden verschlüsselt auf Ihrer Festplatte abgelegt. Falls diese Einstellung ausgeschaltet ist, werden die Anmeldedaten nicht permanent sondern nur temporär gespeichert.	Use a wallet to store the authentication data. The login name and the password name are stored encrypted on your hard drive. If this setting is disabled, the authentication data is not stored permanently but only temporarily.	Could not access KWallet. If you want to store the password permanently then you have to activate it. If you do not want to use KWallet, check the box below, but note that you will be prompted for your password when needed.
Speichere die Anmeldedaten für die Zeit des Programmlaufs	Remember logins during program run	Keep & meta-information past sessions
Wenn Sie sich dazu entschließen, die Anmeldenamen und Passwörter nur temporär zu speichern, dann wird Smb4K sie bis zum Programmende vorrätig halten. Falls Sie diese Einstellung ausschalten, müssen Sie jedes Mal die Anmeldedaten neu eingeben, wenn sie benötigt werden.	If you decided to store your logins temporarily, Smb4K will remember them only until the program exits. If you disable this setting, you will have to provide the authentication data every time it is needed.	This option is automatically reselected whenever & kalarm; is run. So if you have unchecked this option and want to continue to prevent & kalarm; from running at login, you need to uncheck this option again each time you run & kalarm;.
Benutze einen Standardanmeldenamen	Use a default login	Used for standard notifications
Ermögliche die Verwendung eines Standardanmeldenamens und -passworts. Die unten angegebenen Anmeldedaten werden standardmäßig zur Anmeldung bei einem entfernten Server benutzt. Dies ist besonders nützlich, wenn Sie z. B. in einer Active Directory-Umgebung oder einer NT-Domäne arbeiten.	Enable the usage of a default login name and password. The authentication data provided below is then used by default to authenticate to a remote server. This is very useful e. g. if you are working in an Active Directory environment or an NT domain.	Use the domain security level if you have a big network and the samba server should validate the username/ password by passing it to a Windows NT Primary or Backup Domain Controller.
Dies ist der von Smb4K benutzte NetBIOS-Name dieses Rechners. Standardmäßig ist dies entweder der NetBIOS-Name, der in der Datei smb.conf definiert ist, oder der Rechnername.	This is the NetBIOS name of this computer that is used by Smb4K. By default, it is either the NetBIOS name that is defined in the smb. conf file or the host name.	NetBIOS name:
Dies ist die Arbeitsgruppe oder Domäne, der dieser Rechner angehört oder angehören soll. Standardmäßig ist dies die Arbeitsgruppe, die in der Datei smb.conf definiert ist.	This is the workgroup or domain this computer is or should be in. By default, it is the workgroup that is defined in the smb. conf file.	To see the workgroups, enter smb: /.
Socket-Einstellungen:	Socket options:	Socket address:
Dieses sind die TCP Socket-Optionen, die von nmblookup, smbmount und smbclient verwendet werden. Die Socket-Optionen dienen der Steuerung der Netzwerkschicht des Betriebssystems und können benutzt werden, um die Verbindung abzugleichen. Lesen Sie die Manualpage über smb.conf, um mehr zu erfahren.	These are the TCP socket options that are used by nmblookup, smbmount and smbclient. Socket options are controls on the networking layer of the operating systems which allow the connection to be tuned. See the manual page of smb. conf for more information.	Here you can configure options related to browsing network shares in & konqueror;. & konqueror; is able to browse a variety of network shares and manipulate remote files as though they were on your local machine. You can configure it to remember your preferred username and password for connecting to & Windows; shares (Samba). You can also set what types of network shares you would like to be able to browse, including & FTP;, NFS and SMB.
NetBIOS-Scope:	NetBIOS scope:	NetBIOS scope:
Dies setzt den NetBIOS Scope, unter dem nmblookup, smbmount und smbclient operieren werden. Er sollte nicht benutzt werden, es sei denn, alle Maschinen in der Netzwerkumgebung benutzen diesen Wert.	This sets the NetBIOS scope that nmblookup, smbmount and smbclient will operate under. It should not be set unless every machine on your network neighborhood sets this value.	NetBIOS scope:
SMB-Port:	SMB port:	SMB ports:
Dies ist der Port, der von den Klientenprogrammen net, smbclient und smbtree für die Verbindung mit entfernten Servern benutzt wird. Der Standardwert ist 139 (NetBIOS). Diese Einstellung wird nicht für das Einhängen von Freigaben benutzt.	This is the port that is used for connecting to remote servers with the client programs net, smbclient and smbtree. The default value is 139 (NetBIOS). This setting is not used for mounting.	Could not connect to %1 (port %2) using SSL encryption. Maybe the server does not support SSL, or perhaps you have the wrong port? %3
